generated_at,runs_declared,result_run,result_wasm_features,result_success,result_duration_ms,result_label,stats_start_time,stats_duration_ms,stats_flaky,wasm_features_file,wasm_preload,machine_platform,machine_release,machine_arch,cpu_model,cpu_cores,total_mem_bytes,load_avg_1,load_avg_5,load_avg_15,hostname,git_commit,git_branch,git_status_dirty,ui_run_id,ui_timestamp,scope,dataset_name,dataset_size,dimensions,ui_wasm_features,wasm_mode,runtime_ms,memory_delta_mb,trustworthiness,fps_avg,responsiveness_ms
2026-01-31T12:39:27.635Z,10,6,none,True,41936,PASS,2026-01-31T12:43:28.569Z,25456.264,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:43:47.384Z,small,"Iris Dataset (150 points, 4D)",150,4,none,js,2315.4000000059605,1.5416784286499023,0.9875961132234896,59.994000599850615,9.163636363365434
2026-01-31T12:39:27.635Z,10,6,none,True,41936,PASS,2026-01-31T12:43:28.569Z,25456.264,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:43:53.699Z,small,Small Random (80 points),80,10,none,js,3266.0,13.550103187561035,0.8467818428184282,48.204623708804725,21.666666667163373
2026-01-31T12:39:27.635Z,10,7,none,True,41152,PASS,2026-01-31T12:44:09.435Z,24968.573000000004,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:44:28.042Z,small,"Iris Dataset (150 points, 4D)",150,4,none,js,2310.2999999970198,2.662631034851074,0.9893747359526828,59.98200539811243,9.009090908549048
2026-01-31T12:39:27.635Z,10,7,none,True,41152,PASS,2026-01-31T12:44:09.435Z,24968.573000000004,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:44:34.878Z,small,Small Random (80 points),80,10,none,js,3244.89999999851,12.566506385803223,0.8544546070460705,47.99520048023805,22.580000000198684
2026-01-31T12:39:27.635Z,10,8,none,True,38723,PASS,2026-01-31T12:44:49.021Z,24076.068,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:45:07.655Z,small,"Iris Dataset (150 points, 4D)",150,4,none,js,2307.6999999955297,2.9051389694213867,0.9880185889311365,60.0,9.509090909226375
2026-01-31T12:39:27.635Z,10,8,none,True,38723,PASS,2026-01-31T12:44:49.021Z,24076.068,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:45:13.370Z,small,Small Random (80 points),80,10,none,js,2995.7999999970198,9.489418983459473,0.866090785907859,47.225501771025556,21.059999999403953
2026-01-31T12:39:27.635Z,10,9,none,True,38336,PASS,2026-01-31T12:45:27.741Z,23714.826,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:45:46.047Z,small,"Iris Dataset (150 points, 4D)",150,4,none,js,2306.89999999851,0.7374162673950195,0.9879002957329953,59.99803285164573,8.827272726730866
2026-01-31T12:39:27.635Z,10,9,none,True,38336,PASS,2026-01-31T12:45:27.741Z,23714.826,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:45:51.677Z,small,Small Random (80 points),80,10,none,js,2960.60000000149,4.558178901672363,0.8659044715447155,49.0,21.879999999701976
2026-01-31T12:39:27.635Z,10,10,none,True,37815,PASS,2026-01-31T12:46:05.635Z,23646.215000000004,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:46:23.551Z,small,"Iris Dataset (150 points, 4D)",150,4,none,js,2306.7000000029802,0.02628612518310547,0.9872961554710604,59.994000599850615,9.036363635550845
2026-01-31T12:39:27.635Z,10,10,none,True,37815,PASS,2026-01-31T12:46:05.635Z,23646.215000000004,0,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.68,1.3,1.09,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:46:29.548Z,small,Small Random (80 points),80,10,none,js,2980.10000000149,9.36428165435791,0.8709518970189702,47.0,20.539999999602635
2026-01-31T12:46:42.427Z,10,1,all,True,36703,PASS,2026-01-31T12:46:57.364Z,21302.316,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:47:13.636Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",736.6999999955297,13.227057456970215,0.9837220109843684,0.0,11.427272726866333
2026-01-31T12:46:42.427Z,10,1,all,True,36703,PASS,2026-01-31T12:46:57.364Z,21302.316,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:47:18.698Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",851.2000000029802,13.243901252746582,0.8224085365853658,0.0,23.73333333383004
2026-01-31T12:46:42.427Z,10,2,all,True,38651,PASS,2026-01-31T12:47:35.600Z,21737.140000000003,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:47:53.465Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",665.2999999970198,13.439372062683105,0.9860498521335024,0.0,10.218181818723679
2026-01-31T12:46:42.427Z,10,2,all,True,38651,PASS,2026-01-31T12:47:35.600Z,21737.140000000003,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:47:57.360Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",815.8999999985099,-6.785671234130859,0.8299627371273712,0.0,22.293333332737287
2026-01-31T12:46:42.427Z,10,3,all,True,37977,PASS,2026-01-31T12:48:12.792Z,22493.178,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:48:31.351Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",676.6000000014901,12.9208402633667,0.9854372623574145,0.0,10.10909090936184
2026-01-31T12:46:42.427Z,10,3,all,True,37977,PASS,2026-01-31T12:48:12.792Z,22493.178,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:48:35.298Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",907.3999999985099,14.450993537902832,0.8392276422764228,0.0,25.1
2026-01-31T12:46:42.427Z,10,4,all,True,37826,PASS,2026-01-31T12:48:51.146Z,21915.059999999998,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:49:09.471Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",676.8000000044703,13.694064140319824,0.9875496408956485,0.0,10.454545453868128
2026-01-31T12:46:42.427Z,10,4,all,True,37826,PASS,2026-01-31T12:48:51.146Z,21915.059999999998,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:49:13.169Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",779.8999999985099,12.106644630432129,0.8534891598915989,0.0,21.940000000099342
2026-01-31T12:46:42.427Z,10,5,all,True,36636,PASS,2026-01-31T12:49:28.943Z,20875.720999999998,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:49:46.305Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",609.3999999985099,13.001734733581543,0.9843092522179975,0.0,9.281818182630973
2026-01-31T12:46:42.427Z,10,5,all,True,36636,PASS,2026-01-31T12:49:28.943Z,20875.720999999998,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:49:49.782Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",722.6000000014901,-7.305253028869629,0.8391260162601626,0.0,19.619999999304614
2026-01-31T12:46:42.427Z,10,6,all,True,36445,PASS,2026-01-31T12:50:05.741Z,21273.657,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:50:22.600Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",624.1999999955297,12.556939125061035,0.9861427967891846,0.0,9.281818181276321
2026-01-31T12:46:42.427Z,10,6,all,True,36445,PASS,2026-01-31T12:50:05.741Z,21273.657,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:50:26.266Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",759.9000000059605,-8.091464042663574,0.8282859078590786,0.0,19.38666666696469
2026-01-31T12:46:42.427Z,10,7,all,True,33837,PASS,2026-01-31T12:50:41.367Z,19493.148,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:50:56.719Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",619.5,12.457222938537598,0.9863160118293198,0.0,8.718181818046354
2026-01-31T12:46:42.427Z,10,7,all,True,33837,PASS,2026-01-31T12:50:41.367Z,19493.148,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:51:00.080Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",719.0,-5.837714195251465,0.8384654471544716,0.0,18.96000000089407
2026-01-31T12:46:42.427Z,10,8,all,True,34698,PASS,2026-01-31T12:51:14.792Z,20771.846999999998,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:51:31.239Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",666.0,13.29230785369873,0.9844866920152091,0.0,10.318181817504493
2026-01-31T12:46:42.427Z,10,8,all,True,34698,PASS,2026-01-31T12:51:14.792Z,20771.846999999998,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:51:34.778Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",722.5,-6.689571380615234,0.8602303523035231,0.0,19.579999999701975
2026-01-31T12:46:42.427Z,10,9,all,True,33631,PASS,2026-01-31T12:51:49.484Z,19715.067000000003,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:52:05.008Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",626.2999999970198,13.11630916595459,0.987148288973384,0.0,10.009090909226375
2026-01-31T12:46:42.427Z,10,9,all,True,33631,PASS,2026-01-31T12:51:49.484Z,19715.067000000003,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:52:08.404Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",727.7999999970198,-6.657245635986328,0.8471544715447155,0.0,19.559999999900658
2026-01-31T12:46:42.427Z,10,10,all,True,34236,PASS,2026-01-31T12:52:23.664Z,19772.853000000003,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:52:39.360Z,small,"Iris Dataset (150 points, 4D)",150,4,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",626.8999999985099,11.042813301086426,0.9865483734685255,0.0,9.127272727814587
2026-01-31T12:46:42.427Z,10,10,all,True,34236,PASS,2026-01-31T12:52:23.664Z,19772.853000000003,0,all,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,0.88,1.05,1.05,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:52:42.683Z,small,Small Random (80 points),80,10,"Dist,Tree,Matrix,NN,Opt","wasm:Dist,Tree,Matrix,NN,Opt",754.3999999985099,-5.33359432220459,0.8535060975609756,0.0,19.479999999205273
2026-01-31T12:52:55.999Z,10,1,dist,True,36971,PASS,2026-01-31T12:53:09.641Z,23002.896,0,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.28,1.11,1.06,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:53:27.193Z,small,"Iris Dataset (150 points, 4D)",150,4,Dist,wasm:Dist,2327.5,-0.14809513092041016,0.9882087029995775,60.0,9.645454545590011
2026-01-31T12:52:55.999Z,10,1,dist,True,36971,PASS,2026-01-31T12:53:09.641Z,23002.896,0,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.28,1.11,1.06,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:53:32.861Z,small,Small Random (80 points),80,10,Dist,wasm:Dist,3005.4000000059605,6.992562294006348,0.8511686991869919,47.0,21.626666667064033
2026-01-31T12:52:55.999Z,10,2,dist,True,36452,PASS,2026-01-31T12:53:46.051Z,23045.174,0,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.28,1.11,1.06,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:54:03.633Z,small,"Iris Dataset (150 points, 4D)",150,4,Dist,wasm:Dist,2307.10000000149,1.365462303161621,0.9858808618504435,60.0,8.218181817369027
2026-01-31T12:52:55.999Z,10,2,dist,True,36452,PASS,2026-01-31T12:53:46.051Z,23045.174,0,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.28,1.11,1.06,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:54:09.297Z,small,Small Random (80 points),80,10,Dist,wasm:Dist,2962.60000000149,9.763955116271973,0.8815040650406504,48.0,21.133333333830038
2026-01-31T12:52:55.999Z,10,3,dist,True,37113,PASS,2026-01-31T12:54:23.121Z,23053.725,0,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.28,1.11,1.06,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T12:54:40.900Z,small,"Iris Dataset (150 points, 4D)",150,4,Dist,wasm:Dist,2291.39999999851,0.6953496932983398,0.989332488381918,59.9803343166175,7.909090908413583
2026-01-31T12:52:55.999Z,10,3,dist,True,37113,PASS,2026-01-31T12:54:23.121Z,23053.725,0,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.28,1.11,1.06,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T12:54:46.432Z,small,Small Random (80 points),80,10,Dist,wasm:Dist,2960.6999999955297,13.73787784576416,0.8656504065040651,48.204623708804725,21.260000000397365
